trip_id,trip_date,trip_day,is_weekend,trip_hour,weather,pickup_city,pickup_location,drop_location,cab_type,distance_km,travel_time_min,fare,fuel_cost,profit,payment_method,driver_id,driver_rating,customer_rating,surge_multiplier
8647,2026-03-28,Saturday,1,20,Rainy,Hyderabad,Gachibowli,Madhapur,Mini,4.62,11,94.25,18.48,75.77,Cash,1295,4.1,4.4,1.7
8648,2025-08-22,Friday,0,18,Cloudy,Hyderabad,Dilsukhnagar,Gachibowli,SUV,20.28,48,608.4,141.96,466.44,Credit Card,1022,4.7,3.9,1.5
8649,2025-09-02,Tuesday,0,18,Rainy,Hyderabad,LB Nagar,Hitech City,Mini,21.52,51,439.01,86.08,352.93,Cash,1412,3.9,4.7,1.7
8650,2026-01-18,Sunday,1,11,Rainy,Hyderabad,Gachibowli,Ameerpet,SUV,10.56,25,253.44,73.92,179.52,Cash,1426,3.8,3.1,1.2
8651,2026-05-06,Wednesday,0,10,Rainy,Hyderabad,Banjara Hills,LB Nagar,Sedan,14.11,33,383.79,70.55,313.24,Credit Card,1258,4.0,3.9,1.7
8652,2025-09-12,Friday,0,11,Rainy,Hyderabad,Ameerpet,Kukatpally,SUV,8.18,19,196.32,57.26,139.06,UPI,1037,4.5,3.2,1.2
8653,2026-03-31,Tuesday,0,11,Cloudy,Hyderabad,Ameerpet,Uppal,Auto,12.28,29,122.8,36.84,85.96,Cash,1259,4.2,4.7,1.0
8654,2026-07-29,Wednesday,0,23,Sunny,Hyderabad,Banjara Hills,Dilsukhnagar,Mini,10.3,24,123.6,41.2,82.4,Wallet,1115,4.7,4.3,1.0
8655,2025-10-23,Thursday,0,18,Rainy,Hyderabad,Rajiv Gandhi International Airport,Secunderabad,SUV,23.27,55,791.18,162.89,628.29,Credit Card,1059,4.2,3.8,1.7
8656,2026-05-28,Thursday,0,5,Cloudy,Hyderabad,Charminar,Miyapur,Auto,19.56,46,195.6,58.68,136.92,Wallet,1412,4.6,4.9,1.0
8657,2025-11-18,Tuesday,0,7,Cloudy,Hyderabad,Gachibowli,Begumpet,Mini,12.52,30,150.24,50.08,100.16,Wallet,1038,4.9,3.3,1.0
8658,2026-02-24,Tuesday,0,15,Cloudy,Hyderabad,Uppal,Secunderabad,Auto,7.48,17,74.8,22.44,52.36,Cash,1085,4.7,3.5,1.0
8659,2025-08-09,Saturday,1,19,Rainy,Hyderabad,Banjara Hills,Gachibowli,Auto,10.06,24,171.02,30.18,140.84,Cash,1155,4.5,4.0,1.7
8660,2026-05-05,Tuesday,0,13,Cloudy,Hyderabad,Ameerpet,Charminar,SUV,8.86,21,177.2,62.02,115.18,Debit Card,1293,4.9,4.2,1.0
8661,2025-08-21,Thursday,0,19,Cloudy,Hyderabad,Madhapur,Hitech City,Mini,1.61,3,28.98,6.44,22.54,UPI,1252,3.9,3.1,1.5
8662,2025-10-28,Tuesday,0,16,Rainy,Hyderabad,Kukatpally,Dilsukhnagar,Sedan,19.26,46,369.79,96.3,273.49,UPI,1318,4.1,4.4,1.2
8663,2026-04-21,Tuesday,0,18,Sunny,Hyderabad,Begumpet,Rajiv Gandhi International Airport,Mini,22.89,54,412.02,91.56,320.46,Credit Card,1123,4.6,3.8,1.5
8664,2026-07-13,Monday,0,15,Rainy,Hyderabad,Kukatpally,Hitech City,Bike,6.16,14,59.14,12.32,46.82,Wallet,1087,3.7,3.3,1.2
8665,2026-07-19,Sunday,1,18,Rainy,Hyderabad,Banjara Hills,Rajiv Gandhi International Airport,Bike,19.1,45,259.76,38.2,221.56,Cash,1330,3.9,4.4,1.7
8666,2025-08-29,Friday,0,20,Rainy,Hyderabad,Kukatpally,Banjara Hills,SUV,10.02,24,340.68,70.14,270.54,Cash,1230,4.6,4.0,1.7
8667,2026-01-09,Friday,0,13,Rainy,Hyderabad,Charminar,Gachibowli,SUV,15.94,38,382.56,111.58,270.98,Debit Card,1222,3.9,3.9,1.2
8668,2026-05-08,Friday,0,18,Cloudy,Hyderabad,Hitech City,Charminar,Mini,13.77,33,247.86,55.08,192.78,Wallet,1364,4.3,4.6,1.5
8669,2025-10-20,Monday,0,9,Sunny,Hyderabad,Banjara Hills,Jubilee Hills,Sedan,4.07,9,97.68,20.35,77.33,Cash,1069,4.8,3.4,1.5
8670,2026-07-21,Tuesday,0,10,Sunny,Hyderabad,Madhapur,Miyapur,Mini,6.56,15,118.08,26.24,91.84,Credit Card,1297,4.2,4.2,1.5
8671,2026-02-07,Saturday,1,18,Rainy,Hyderabad,Hitech City,Charminar,SUV,13.77,33,468.18,96.39,371.79,Credit Card,1433,4.0,3.7,1.7
8672,2026-01-10,Saturday,1,22,Sunny,Hyderabad,Banjara Hills,Charminar,Mini,6.79,16,81.48,27.16,54.32,Credit Card,1183,4.8,3.7,1.0
8673,2025-09-24,Wednesday,0,19,Rainy,Hyderabad,Dilsukhnagar,LB Nagar,Mini,3.88,9,79.15,15.52,63.63,Wallet,1150,3.9,4.5,1.7
8674,2025-11-01,Saturday,1,9,Sunny,Hyderabad,Charminar,Jubilee Hills,Auto,10.65,25,159.75,31.95,127.8,Cash,1045,4.9,4.6,1.5
8675,2026-07-25,Saturday,1,9,Cloudy,Hyderabad,Uppal,Jubilee Hills,Sedan,16.42,39,394.08,82.1,311.98,Credit Card,1359,4.4,5.0,1.5
8676,2026-01-02,Friday,0,8,Cloudy,Hyderabad,Dilsukhnagar,Madhapur,Bike,16.66,39,199.92,33.32,166.6,Debit Card,1227,4.7,4.4,1.5
8677,2025-08-27,Wednesday,0,19,Rainy,Hyderabad,Madhapur,Banjara Hills,Auto,6.43,15,109.31,19.29,90.02,Credit Card,1049,3.7,3.8,1.7
8678,2025-12-04,Thursday,0,11,Rainy,Hyderabad,Uppal,Hitech City,SUV,19.77,47,474.48,138.39,336.09,Cash,1109,4.6,3.0,1.2
8679,2026-07-08,Wednesday,0,11,Sunny,Hyderabad,Ameerpet,Begumpet,Mini,2.08,4,24.96,8.32,16.64,Debit Card,1040,3.5,3.0,1.0
8680,2026-07-21,Tuesday,0,8,Cloudy,Hyderabad,Miyapur,Gachibowli,Sedan,6.33,15,151.92,31.65,120.27,Cash,1318,3.7,3.7,1.5
8681,2026-06-01,Monday,0,17,Cloudy,Hyderabad,Madhapur,Miyapur,Mini,6.56,15,78.72,26.24,52.48,Wallet,1403,4.4,4.9,1.0
8682,2026-05-13,Wednesday,0,19,Rainy,Hyderabad,LB Nagar,Begumpet,Auto,14.17,34,240.89,42.51,198.38,Wallet,1122,3.9,4.6,1.7
8683,2025-09-17,Wednesday,0,17,Sunny,Hyderabad,LB Nagar,Dilsukhnagar,Sedan,3.88,9,62.08,19.4,42.68,Credit Card,1321,4.9,4.7,1.0
8684,2026-05-05,Tuesday,0,22,Cloudy,Hyderabad,Madhapur,Banjara Hills,Mini,6.43,15,77.16,25.72,51.44,Debit Card,1020,3.9,3.7,1.0
8685,2025-09-03,Wednesday,0,11,Rainy,Hyderabad,Miyapur,Secunderabad,Bike,16.36,39,157.06,32.72,124.34,Credit Card,1076,4.4,4.9,1.2
8686,2026-07-13,Monday,0,13,Rainy,Hyderabad,Gachibowli,Rajiv Gandhi International Airport,Sedan,23.71,56,455.23,118.55,336.68,Credit Card,1007,4.0,3.2,1.2
8687,2025-12-13,Saturday,1,17,Cloudy,Hyderabad,Charminar,LB Nagar,Sedan,8.42,20,134.72,42.1,92.62,Credit Card,1296,3.9,3.6,1.0
8688,2026-02-25,Wednesday,0,19,Rainy,Hyderabad,Madhapur,Secunderabad,Sedan,11.38,27,309.54,56.9,252.64,UPI,1227,4.5,3.0,1.7
8689,2025-10-09,Thursday,0,17,Cloudy,Hyderabad,LB Nagar,Rajiv Gandhi International Airport,SUV,17.51,42,350.2,122.57,227.63,UPI,1490,3.7,4.9,1.0
8690,2026-03-03,Tuesday,0,8,Cloudy,Hyderabad,Miyapur,Madhapur,Sedan,6.56,15,157.44,32.8,124.64,Credit Card,1205,4.5,4.4,1.5
8691,2025-09-03,Wednesday,0,18,Rainy,Hyderabad,Miyapur,Jubilee Hills,Sedan,8.94,21,243.17,44.7,198.47,Wallet,1497,4.5,4.8,1.7
8692,2025-08-16,Saturday,1,6,Rainy,Hyderabad,Kukatpally,Miyapur,Sedan,4.62,11,88.7,23.1,65.6,Credit Card,1172,3.8,4.5,1.2
8693,2026-07-01,Wednesday,0,12,Cloudy,Hyderabad,Dilsukhnagar,Gachibowli,Sedan,20.28,48,324.48,101.4,223.08,Credit Card,1168,4.0,4.6,1.0
8694,2026-04-21,Tuesday,0,22,Sunny,Hyderabad,Ameerpet,Kukatpally,Sedan,8.18,19,130.88,40.9,89.98,Cash,1298,4.6,4.8,1.0
8695,2026-01-29,Thursday,0,13,Sunny,Hyderabad,Ameerpet,Secunderabad,Bike,5.32,12,42.56,10.64,31.92,Credit Card,1331,4.5,4.6,1.0
8696,2026-07-26,Sunday,1,19,Rainy,Hyderabad,Uppal,Ameerpet,Mini,12.28,29,250.51,49.12,201.39,Wallet,1458,3.9,3.0,1.7
8697,2025-08-17,Sunday,1,7,Rainy,Hyderabad,Miyapur,Uppal,SUV,23.8,57,571.2,166.6,404.6,UPI,1010,4.8,3.2,1.2
8698,2025-11-01,Saturday,1,10,Rainy,Hyderabad,Gachibowli,Dilsukhnagar,Mini,20.28,48,413.71,81.12,332.59,Cash,1029,4.2,4.0,1.7
8699,2026-06-01,Monday,0,17,Sunny,Hyderabad,Uppal,Charminar,Bike,10.22,24,81.76,20.44,61.32,Credit Card,1072,3.6,4.0,1.0
8700,2026-06-30,Tuesday,0,13,Sunny,Hyderabad,Kukatpally,Ameerpet,Mini,8.18,19,98.16,32.72,65.44,Debit Card,1220,4.2,3.3,1.0
8701,2026-07-31,Friday,0,11,Rainy,Hyderabad,Dilsukhnagar,Ameerpet,SUV,11.12,26,266.88,77.84,189.04,Debit Card,1338,4.8,4.5,1.2
8702,2026-07-03,Friday,0,12,Rainy,Hyderabad,Dilsukhnagar,Rajiv Gandhi International Airport,Mini,17.46,41,251.42,69.84,181.58,UPI,1376,3.6,3.9,1.2
8703,2025-11-26,Wednesday,0,20,Cloudy,Hyderabad,Hitech City,Madhapur,Sedan,1.61,3,38.64,8.05,30.59,Credit Card,1473,4.5,4.8,1.5
8704,2026-04-16,Thursday,0,10,Sunny,Hyderabad,Gachibowli,Secunderabad,Mini,15.87,38,285.66,63.48,222.18,Debit Card,1098,3.5,4.7,1.5
8705,2025-12-22,Monday,0,14,Sunny,Hyderabad,Dilsukhnagar,LB Nagar,Sedan,3.88,9,62.08,19.4,42.68,Cash,1373,4.0,3.6,1.0
8706,2025-09-24,Wednesday,0,18,Cloudy,Hyderabad,Secunderabad,Charminar,Bike,9.02,21,108.24,18.04,90.2,Credit Card,1378,3.7,3.1,1.5
8707,2026-04-12,Sunday,1,10,Rainy,Hyderabad,Charminar,Miyapur,Mini,19.56,46,399.02,78.24,320.78,Credit Card,1278,4.1,3.3,1.7
8708,2026-03-27,Friday,0,15,Sunny,Hyderabad,Secunderabad,Uppal,Mini,7.48,17,89.76,29.92,59.84,Debit Card,1500,4.8,4.5,1.0
8709,2026-06-18,Thursday,0,2,Sunny,Hyderabad,Gachibowli,Kukatpally,Auto,8.1,19,81.0,24.3,56.7,Cash,1188,4.1,3.1,1.0
8710,2025-08-08,Friday,0,17,Sunny,Hyderabad,Kukatpally,Jubilee Hills,Auto,6.93,16,69.3,20.79,48.51,Debit Card,1456,4.8,4.6,1.0
8711,2026-02-02,Monday,0,10,Sunny,Hyderabad,LB Nagar,Ameerpet,Bike,15.0,36,180.0,30.0,150.0,Cash,1495,4.4,4.8,1.5
8712,2026-04-22,Wednesday,0,14,Sunny,Hyderabad,Begumpet,Rajiv Gandhi International Airport,Sedan,22.89,54,366.24,114.45,251.79,Credit Card,1007,4.5,4.8,1.0
8713,2025-09-22,Monday,0,16,Rainy,Hyderabad,Miyapur,Hitech City,Auto,6.32,15,75.84,18.96,56.88,UPI,1138,4.2,4.5,1.2
8714,2025-12-25,Thursday,0,18,Cloudy,Hyderabad,LB Nagar,Secunderabad,Mini,11.9,28,214.2,47.6,166.6,Credit Card,1018,4.2,4.4,1.5
8715,2026-02-11,Wednesday,0,14,Sunny,Hyderabad,Hitech City,Kukatpally,Sedan,6.16,14,98.56,30.8,67.76,Cash,1206,3.7,3.9,1.0
8716,2025-09-03,Wednesday,0,12,Cloudy,Hyderabad,LB Nagar,Ameerpet,Bike,15.0,36,120.0,30.0,90.0,Credit Card,1468,4.7,4.3,1.0
8717,2025-11-10,Monday,0,16,Rainy,Hyderabad,Begumpet,Banjara Hills,SUV,4.54,10,108.96,31.78,77.18,Credit Card,1161,3.8,3.9,1.2
8718,2025-08-04,Monday,0,15,Cloudy,Hyderabad,Gachibowli,LB Nagar,Mini,24.0,57,288.0,96.0,192.0,Cash,1158,3.5,3.8,1.0
8719,2026-06-30,Tuesday,0,10,Sunny,Hyderabad,Begumpet,Hitech City,Mini,9.51,22,171.18,38.04,133.14,Debit Card,1086,4.2,3.4,1.5
8720,2025-09-11,Thursday,0,17,Sunny,Hyderabad,Gachibowli,Ameerpet,Sedan,10.56,25,168.96,52.8,116.16,Wallet,1227,4.1,3.8,1.0
8721,2026-02-12,Thursday,0,16,Sunny,Hyderabad,Charminar,Madhapur,SUV,13.05,31,261.0,91.35,169.65,UPI,1379,4.2,4.5,1.0
8722,2025-09-19,Friday,0,6,Sunny,Hyderabad,Madhapur,Hitech City,SUV,1.61,3,32.2,11.27,20.93,Wallet,1064,3.7,4.7,1.0
8723,2025-12-08,Monday,0,7,Sunny,Hyderabad,Gachibowli,Jubilee Hills,Auto,6.24,14,62.4,18.72,43.68,Credit Card,1287,3.9,3.6,1.0
8724,2025-09-11,Thursday,0,20,Cloudy,Hyderabad,Hitech City,Dilsukhnagar,Bike,17.72,42,212.64,35.44,177.2,Wallet,1081,4.4,4.9,1.5
8725,2026-03-10,Tuesday,0,20,Cloudy,Hyderabad,Hitech City,Miyapur,SUV,6.32,15,189.6,44.24,145.36,UPI,1291,3.5,4.2,1.5
8726,2026-06-05,Friday,0,10,Cloudy,Hyderabad,Begumpet,Madhapur,Mini,8.0,19,144.0,32.0,112.0,Cash,1092,4.3,4.6,1.5
8727,2026-01-25,Sunday,1,15,Sunny,Hyderabad,Hitech City,Madhapur,Bike,1.61,3,12.88,3.22,9.66,Cash,1261,4.7,5.0,1.0
8728,2026-05-28,Thursday,0,6,Cloudy,Hyderabad,Ameerpet,Hitech City,Mini,7.58,18,90.96,30.32,60.64,Credit Card,1204,4.6,3.8,1.0
8729,2025-12-10,Wednesday,0,11,Rainy,Hyderabad,Charminar,Miyapur,Bike,19.56,46,187.78,39.12,148.66,Debit Card,1017,3.9,3.6,1.2
8730,2025-08-14,Thursday,0,21,Sunny,Hyderabad,Miyapur,Hitech City,Auto,6.32,15,94.8,18.96,75.84,Cash,1055,3.9,4.4,1.5
8731,2026-05-27,Wednesday,0,6,Cloudy,Hyderabad,Begumpet,Hitech City,Bike,9.51,22,76.08,19.02,57.06,Cash,1064,5.0,4.0,1.0
8732,2026-01-16,Friday,0,9,Rainy,Hyderabad,Dilsukhnagar,Banjara Hills,Sedan,10.3,24,280.16,51.5,228.66,Debit Card,1114,4.9,4.8,1.7
8733,2026-04-20,Monday,0,12,Sunny,Hyderabad,LB Nagar,Begumpet,Bike,14.17,34,113.36,28.34,85.02,Wallet,1343,3.6,3.6,1.0
8734,2026-03-26,Thursday,0,9,Rainy,Hyderabad,Uppal,Madhapur,Mini,18.42,44,375.77,73.68,302.09,Debit Card,1165,4.1,4.2,1.7
8735,2026-03-01,Sunday,1,8,Cloudy,Hyderabad,Hitech City,Miyapur,Sedan,6.32,15,151.68,31.6,120.08,Wallet,1157,4.2,4.1,1.5
8736,2026-05-31,Sunday,1,12,Sunny,Hyderabad,Miyapur,Charminar,Auto,19.56,46,195.6,58.68,136.92,Cash,1062,4.4,3.8,1.0
8737,2025-11-11,Tuesday,0,18,Rainy,Hyderabad,LB Nagar,Gachibowli,Bike,24.0,57,326.4,48.0,278.4,Debit Card,1409,4.6,3.7,1.7
8738,2026-04-11,Saturday,1,22,Cloudy,Hyderabad,Madhapur,Gachibowli,Mini,4.62,11,55.44,18.48,36.96,UPI,1043,5.0,3.8,1.0
8739,2026-05-08,Friday,0,16,Rainy,Hyderabad,Secunderabad,Dilsukhnagar,Bike,8.35,20,80.16,16.7,63.46,UPI,1256,4.3,4.9,1.2
8740,2025-08-05,Tuesday,0,9,Rainy,Hyderabad,Miyapur,Ameerpet,Mini,11.79,28,240.52,47.16,193.36,Cash,1453,4.7,4.2,1.7
8741,2025-11-26,Wednesday,0,20,Cloudy,Hyderabad,Ameerpet,Jubilee Hills,Sedan,4.41,10,105.84,22.05,83.79,UPI,1190,4.6,3.5,1.5
8742,2025-11-03,Monday,0,23,Sunny,Hyderabad,LB Nagar,Banjara Hills,Mini,14.11,33,169.32,56.44,112.88,Debit Card,1185,4.3,4.6,1.0
8743,2025-12-22,Monday,0,19,Sunny,Hyderabad,Miyapur,Hitech City,Sedan,6.32,15,151.68,31.6,120.08,Debit Card,1377,4.8,4.8,1.5
8744,2026-01-08,Thursday,0,18,Sunny,Hyderabad,Begumpet,Kukatpally,Auto,9.08,21,136.2,27.24,108.96,Wallet,1233,3.9,4.3,1.5
8745,2025-11-24,Monday,0,13,Rainy,Hyderabad,Hitech City,Rajiv Gandhi International Airport,Bike,23.16,55,222.34,46.32,176.02,Credit Card,1201,3.5,3.2,1.2
8746,2026-01-29,Thursday,0,8,Sunny,Hyderabad,Rajiv Gandhi International Airport,Jubilee Hills,Sedan,21.41,51,513.84,107.05,406.79,Debit Card,1332,3.9,3.2,1.5
8747,2025-11-18,Tuesday,0,17,Sunny,Hyderabad,Uppal,Hitech City,Sedan,19.77,47,316.32,98.85,217.47,UPI,1138,4.0,3.9,1.0
8748,2025-08-19,Tuesday,0,20,Rainy,Hyderabad,Dilsukhnagar,Ameerpet,Bike,11.12,26,151.23,22.24,128.99,Debit Card,1051,3.7,4.7,1.7
8749,2025-08-07,Thursday,0,18,Rainy,Hyderabad,Rajiv Gandhi International Airport,Secunderabad,SUV,23.27,55,791.18,162.89,628.29,Wallet,1380,3.9,3.6,1.7
8750,2026-05-30,Saturday,1,1,Sunny,Hyderabad,Dilsukhnagar,Uppal,Auto,5.49,13,54.9,16.47,38.43,Wallet,1190,4.9,3.9,1.0
8751,2026-02-09,Monday,0,21,Sunny,Hyderabad,Jubilee Hills,LB Nagar,Auto,18.17,43,272.55,54.51,218.04,Cash,1055,4.6,3.2,1.5
8752,2026-04-09,Thursday,0,10,Sunny,Hyderabad,Hitech City,Banjara Hills,SUV,7.42,17,222.6,51.94,170.66,Debit Card,1139,4.9,4.1,1.5
8753,2026-05-30,Saturday,1,6,Cloudy,Hyderabad,Dilsukhnagar,Begumpet,Bike,10.36,24,82.88,20.72,62.16,Cash,1024,4.8,4.9,1.0
8754,2025-09-15,Monday,0,18,Rainy,Hyderabad,Banjara Hills,Miyapur,Auto,12.84,30,218.28,38.52,179.76,Credit Card,1132,4.5,3.7,1.7
8755,2025-09-14,Sunday,1,10,Rainy,Hyderabad,Ameerpet,Banjara Hills,Auto,2.92,7,49.64,8.76,40.88,Debit Card,1123,4.0,4.6,1.7
8756,2026-04-30,Thursday,0,20,Rainy,Hyderabad,Miyapur,Banjara Hills,Auto,12.84,30,218.28,38.52,179.76,Credit Card,1057,3.6,4.0,1.7
8757,2026-01-13,Tuesday,0,8,Rainy,Hyderabad,Uppal,Secunderabad,Mini,7.48,17,152.59,29.92,122.67,Debit Card,1022,3.8,3.4,1.7
8758,2026-03-11,Wednesday,0,4,Cloudy,Hyderabad,Gachibowli,Begumpet,Sedan,12.52,30,200.32,62.6,137.72,Cash,1079,4.5,4.2,1.0
8759,2026-04-09,Thursday,0,16,Sunny,Hyderabad,Ameerpet,Begumpet,Mini,2.08,4,24.96,8.32,16.64,Wallet,1261,4.5,3.2,1.0
8760,2026-01-17,Saturday,1,17,Cloudy,Hyderabad,Begumpet,Uppal,Auto,10.69,25,106.9,32.07,74.83,Wallet,1180,4.6,4.9,1.0
8761,2026-06-14,Sunday,1,9,Sunny,Hyderabad,Secunderabad,Dilsukhnagar,Sedan,8.35,20,200.4,41.75,158.65,Cash,1484,4.4,3.4,1.5
8762,2025-12-07,Sunday,1,19,Rainy,Hyderabad,LB Nagar,Banjara Hills,Sedan,14.11,33,383.79,70.55,313.24,Credit Card,1004,3.9,3.7,1.7
8763,2025-12-23,Tuesday,0,7,Sunny,Hyderabad,Uppal,Miyapur,Auto,23.8,57,238.0,71.4,166.6,Cash,1301,4.0,4.7,1.0
8764,2026-05-11,Monday,0,16,Rainy,Hyderabad,Miyapur,Banjara Hills,SUV,12.84,30,308.16,89.88,218.28,Credit Card,1340,4.9,3.6,1.2
8765,2026-07-19,Sunday,1,8,Rainy,Hyderabad,Charminar,Banjara Hills,Mini,6.79,16,138.52,27.16,111.36,Credit Card,1266,4.9,4.8,1.7
8766,2026-05-02,Saturday,1,11,Sunny,Hyderabad,Charminar,LB Nagar,Mini,8.42,20,101.04,33.68,67.36,UPI,1497,4.3,4.9,1.0
8767,2025-09-18,Thursday,0,16,Cloudy,Hyderabad,Miyapur,Dilsukhnagar,Mini,22.84,54,274.08,91.36,182.72,Debit Card,1449,4.1,3.2,1.0
8768,2026-06-07,Sunday,1,19,Rainy,Hyderabad,Uppal,Secunderabad,Sedan,7.48,17,203.46,37.4,166.06,UPI,1465,4.4,4.2,1.7
8769,2026-03-07,Saturday,1,10,Cloudy,Hyderabad,Madhapur,Uppal,Mini,18.42,44,331.56,73.68,257.88,Credit Card,1427,4.4,3.1,1.5
8770,2026-06-04,Thursday,0,8,Cloudy,Hyderabad,Gachibowli,Ameerpet,Bike,10.56,25,126.72,21.12,105.6,Wallet,1413,4.3,4.1,1.5
8771,2026-03-26,Thursday,0,12,Rainy,Hyderabad,Charminar,Gachibowli,Sedan,15.94,38,306.05,79.7,226.35,UPI,1062,3.6,3.2,1.2
8772,2026-01-20,Tuesday,0,6,Cloudy,Hyderabad,Rajiv Gandhi International Airport,Banjara Hills,SUV,19.1,45,382.0,133.7,248.3,Credit Card,1020,3.6,4.5,1.0
8773,2025-12-11,Thursday,0,23,Cloudy,Hyderabad,Charminar,Miyapur,Sedan,19.56,46,312.96,97.8,215.16,UPI,1148,4.0,3.2,1.0
8774,2026-02-22,Sunday,1,16,Rainy,Hyderabad,Charminar,Madhapur,Auto,13.05,31,156.6,39.15,117.45,Cash,1305,5.0,3.2,1.2
8775,2026-07-05,Sunday,1,17,Sunny,Hyderabad,Dilsukhnagar,Jubilee Hills,Bike,14.35,34,114.8,28.7,86.1,Credit Card,1172,3.9,3.2,1.0
8776,2026-06-06,Saturday,1,17,Sunny,Hyderabad,Rajiv Gandhi International Airport,Dilsukhnagar,SUV,17.46,41,349.2,122.22,226.98,Debit Card,1194,3.8,4.5,1.0
8777,2026-03-09,Monday,0,13,Sunny,Hyderabad,Miyapur,Hitech City,SUV,6.32,15,126.4,44.24,82.16,Wallet,1111,4.7,3.5,1.0
8778,2026-06-06,Saturday,1,20,Rainy,Hyderabad,Uppal,Miyapur,Bike,23.8,57,323.68,47.6,276.08,Wallet,1305,4.7,4.5,1.7
8779,2026-05-21,Thursday,0,18,Sunny,Hyderabad,Madhapur,Banjara Hills,Sedan,6.43,15,154.32,32.15,122.17,Cash,1275,4.8,4.2,1.5
8780,2025-11-13,Thursday,0,20,Rainy,Hyderabad,Miyapur,Hitech City,Mini,6.32,15,128.93,25.28,103.65,UPI,1072,4.7,3.6,1.7
8781,2026-07-19,Sunday,1,2,Sunny,Hyderabad,Miyapur,Banjara Hills,Auto,12.84,30,128.4,38.52,89.88,Credit Card,1086,4.9,4.0,1.0
8782,2026-06-27,Saturday,1,13,Rainy,Hyderabad,Madhapur,Jubilee Hills,Sedan,2.4,5,46.08,12.0,34.08,Debit Card,1459,3.6,4.2,1.2
8783,2025-08-31,Sunday,1,18,Cloudy,Hyderabad,Miyapur,LB Nagar,Mini,26.71,64,480.78,106.84,373.94,Debit Card,1093,4.5,3.4,1.5
8784,2026-03-25,Wednesday,0,22,Cloudy,Hyderabad,Begumpet,Hitech City,Mini,9.51,22,114.12,38.04,76.08,Debit Card,1223,4.1,3.1,1.0
8785,2025-12-27,Saturday,1,19,Rainy,Hyderabad,Ameerpet,Kukatpally,SUV,8.18,19,278.12,57.26,220.86,Credit Card,1235,4.7,4.9,1.7
8786,2025-08-10,Sunday,1,21,Cloudy,Hyderabad,LB Nagar,Ameerpet,Auto,15.0,36,225.0,45.0,180.0,Wallet,1180,4.0,3.2,1.5
8787,2026-03-23,Monday,0,6,Cloudy,Hyderabad,Secunderabad,Banjara Hills,Sedan,6.97,16,111.52,34.85,76.67,Credit Card,1139,3.9,4.0,1.0
8788,2025-08-31,Sunday,1,1,Rainy,Hyderabad,Rajiv Gandhi International Airport,Miyapur,Mini,29.45,70,424.08,117.8,306.28,UPI,1232,3.9,4.7,1.2
8789,2026-05-16,Saturday,1,19,Rainy,Hyderabad,Rajiv Gandhi International Airport,Ameerpet,Auto,21.92,52,372.64,65.76,306.88,Cash,1227,4.2,3.8,1.7
8790,2026-06-13,Saturday,1,14,Sunny,Hyderabad,Begumpet,Ameerpet,Sedan,2.08,4,33.28,10.4,22.88,Credit Card,1059,3.7,3.1,1.0
8791,2026-07-04,Saturday,1,12,Rainy,Hyderabad,Ameerpet,Jubilee Hills,Sedan,4.41,10,84.67,22.05,62.62,UPI,1115,4.9,3.2,1.2
8792,2026-02-01,Sunday,1,12,Cloudy,Hyderabad,LB Nagar,Begumpet,Auto,14.17,34,141.7,42.51,99.19,UPI,1195,4.4,4.2,1.0
8793,2026-02-26,Thursday,0,18,Cloudy,Hyderabad,Uppal,Rajiv Gandhi International Airport,Auto,22.93,55,343.95,68.79,275.16,Debit Card,1320,3.9,3.5,1.5
8794,2026-07-21,Tuesday,0,21,Sunny,Hyderabad,LB Nagar,Secunderabad,Auto,11.9,28,178.5,35.7,142.8,Debit Card,1268,3.6,3.7,1.5
8795,2026-05-07,Thursday,0,14,Sunny,Hyderabad,Rajiv Gandhi International Airport,Begumpet,Bike,22.89,54,183.12,45.78,137.34,Credit Card,1076,4.8,4.9,1.0
8796,2026-06-28,Sunday,1,19,Cloudy,Hyderabad,Dilsukhnagar,Rajiv Gandhi International Airport,SUV,17.46,41,523.8,122.22,401.58,UPI,1287,3.9,4.4,1.5
8797,2025-12-01,Monday,0,7,Rainy,Hyderabad,Banjara Hills,Kukatpally,Auto,10.02,24,120.24,30.06,90.18,Credit Card,1453,3.7,4.8,1.2
8798,2025-08-04,Monday,0,19,Rainy,Hyderabad,Rajiv Gandhi International Airport,Madhapur,Mini,23.37,56,476.75,93.48,383.27,Cash,1138,4.3,3.6,1.7
8799,2025-11-03,Monday,0,10,Cloudy,Hyderabad,Madhapur,Kukatpally,Auto,5.22,12,78.3,15.66,62.64,Credit Card,1314,3.6,4.1,1.5
8800,2026-04-30,Thursday,0,9,Sunny,Hyderabad,Hitech City,Jubilee Hills,SUV,3.4,8,102.0,23.8,78.2,Cash,1262,4.5,4.0,1.5
8801,2026-03-03,Tuesday,0,7,Cloudy,Hyderabad,Uppal,Gachibowli,Auto,22.65,54,226.5,67.95,158.55,Debit Card,1202,3.6,3.7,1.0
8802,2025-11-15,Saturday,1,19,Rainy,Hyderabad,Rajiv Gandhi International Airport,Dilsukhnagar,Auto,17.46,41,296.82,52.38,244.44,UPI,1353,4.3,4.6,1.7
8803,2026-06-10,Wednesday,0,23,Sunny,Hyderabad,Hitech City,Charminar,Bike,13.77,33,110.16,27.54,82.62,UPI,1275,3.5,3.4,1.0
